1.000000000000000000e+00,6.907755278982137259e-01,1.293103448275862155e-01,2.285999999999999976e-01,1.000000000000000000e+00,-5.832647059502021891e-01,7.572057218895510644e+00
1.000000000000000000e+00,5.991464547107981931e-01,2.758620689655172376e-01,1.524000000000000077e-01,6.108374384236454624e-01,-5.441522831045896291e-01,5.423057218895523945e+00
1.000000000000000000e+00,6.684611727667927328e-01,4.525862068965517127e-01,2.539999999999999897e-02,2.192118226600986153e-01,-5.404075739118207045e-01,7.630057218895531790e+00
1.000000000000000000e+00,7.600902459542082656e-01,2.758620689655172376e-01,1.524000000000000077e-01,1.000000000000000000e+00,-5.518467901407987375e-01,9.727057218895511781e+00
1.000000000000000000e+00,5.298317366548036533e-01,7.068965517241379004e-01,5.079999999999999793e-02,1.000000000000000000e+00,-3.633372848202307548e-01,2.211057218895520649e+00
1.000000000000000000e+00,8.987196820661973451e-01,7.931034482758619886e-01,2.539999999999999897e-02,1.000000000000000000e+00,-4.128687590644646299e-01,-5.917942781104484240e+00
1.000000000000000000e+00,7.824046010856292588e-01,2.155172413793103592e-01,3.048000000000000154e-01,2.192118226600986153e-01,-5.150525144651316722e-01,-1.150942781104474122e+00
1.000000000000000000e+00,7.377758908227872725e-01,7.931034482758619886e-01,2.539999999999999897e-02,2.463054187192118688e-02,-4.036277561272459957e-01,5.462057218895525423e+00
1.000000000000000000e+00,6.907755278982137259e-01,4.310344827586207184e-02,2.285999999999999976e-01,2.192118226600986153e-01,-5.977518250375487563e-01,9.051057218895524059e+00
1.000000000000000000e+00,7.824046010856292588e-01,8.922413793103448620e-01,5.079999999999999793e-02,2.192118226600986153e-01,-3.310881470664225334e-01,-5.199942781104480716e+00
1.000000000000000000e+00,6.445719819385579141e-01,4.051724137931034808e-01,5.079999999999999793e-02,6.108374384236454624e-01,-5.212407596104152718e-01,4.768057218895522809e+00
1.000000000000000000e+00,6.907755278982137259e-01,5.905172413793103869e-01,2.539999999999999897e-02,2.192118226600986153e-01,-4.340861658978394932e-01,9.563057218895524514e+00
1.000000000000000000e+00,6.907755278982137259e-01,1.293103448275862155e-01,2.285999999999999976e-01,6.108374384236454624e-01,-5.765046363260115658e-01,7.618057218895531335e+00
