7.130898830296346524e+00,1.269999999999999929e+01,2.539999999999999897e-02,7.129999999999999716e+01,-4.407894337412326280e+00,1.166405721889552360e+01
6.684611727667927106e+00,9.500000000000000000e+00,2.539999999999999897e-02,5.550000000000000000e+01,-5.442557320266780962e+00,6.698057218895515419e+00
8.748304912379623488e+00,4.000000000000000000e+00,2.285999999999999976e-01,7.129999999999999716e+01,-5.519954552999701392e+00,-2.765942781104483217e+00
7.130898830296346524e+00,1.540000000000000036e+01,5.079999999999999793e-02,3.169999999999999929e+01,-3.540966474062875680e+00,1.871057218895517238e+00
7.377758908227872503e+00,9.500000000000000000e+00,2.539999999999999897e-02,7.129999999999999716e+01,-5.471114821925546323e+00,1.237205721889552201e+01
8.748304912379623488e+00,0.000000000000000000e+00,5.079999999999999793e-02,3.169999999999999929e+01,-7.115808267752530725e+00,8.956057218895525196e+00
7.377758908227872503e+00,0.000000000000000000e+00,1.015999999999999959e-01,7.129999999999999716e+01,-6.716540055018062283e+00,1.034105721889551610e+01
7.377758908227872503e+00,2.700000000000000178e+00,1.524000000000000077e-01,3.960000000000000142e+01,-5.826614736226066960e+00,8.665057218895528379e+00
7.130898830296346524e+00,2.700000000000000178e+00,1.524000000000000077e-01,3.960000000000000142e+01,-5.826614736226066960e+00,9.445057218895529516e+00
5.991464547107981709e+00,1.969999999999999929e+01,5.079999999999999793e-02,3.960000000000000142e+01,-3.310881470664225112e+00,9.230057218895526105e+00
8.748304912379623488e+00,8.900000000000000355e+00,1.015999999999999959e-01,3.960000000000000142e+01,-4.385263868866865700e+00,-8.273942781104478783e+00
5.991464547107981709e+00,2.000000000000000000e+00,2.285999999999999976e-01,7.129999999999999716e+01,-5.832647059502021669e+00,3.732057218895521444e+00
7.377758908227872503e+00,0.000000000000000000e+00,5.079999999999999793e-02,3.169999999999999929e+01,-7.115808267752530725e+00,9.626057218895512690e+00
8.517193191416238207e+00,4.000000000000000000e+00,2.285999999999999976e-01,5.550000000000000000e+01,-5.452354719463698984e+00,-1.349942781104472189e+00
8.517193191416238207e+00,2.219999999999999929e+01,2.539999999999999897e-02,3.960000000000000142e+01,-3.776496105154043104e+00,-2.567942781104475714e+00
8.748304912379623488e+00,1.259999999999999964e+01,1.524000000000000077e-01,3.960000000000000142e+01,-2.840245914714655928e+00,-1.800394278110448454e+01
7.824046010856291922e+00,1.119999999999999929e+01,5.079999999999999793e-02,7.129999999999999716e+01,-4.263568271546880339e+00,9.157057218895518602e+00
9.210340371976183604e+00,7.200000000000000178e+00,1.524000000000000077e-01,7.129999999999999716e+01,-4.890137280663032548e+00,-1.107094278110447583e+01
5.521460917862246021e+00,1.540000000000000036e+01,5.079999999999999793e-02,5.550000000000000000e+01,-3.604814078996268822e+00,2.786057218895523491e+00
7.824046010856291922e+00,1.559999999999999964e+01,1.015999999999999959e-01,3.960000000000000142e+01,-2.940322164887061884e+00,-1.111994278110448242e+01
6.445719819385578475e+00,0.000000000000000000e+00,3.048000000000000154e-01,3.169999999999999929e+01,-5.710003786949502391e+00,7.711057218895520649e+00
6.684611727667927106e+00,1.500000000000000000e+00,3.048000000000000154e-01,7.129999999999999716e+01,-5.693647012426052534e+00,5.738057218895521672e+00
5.298317366548036311e+00,7.299999999999999822e+00,2.285999999999999976e-01,3.169999999999999929e+01,-4.322460455162868698e+00,7.295057218895523832e+00
7.377758908227872503e+00,4.200000000000000178e+00,5.079999999999999793e-02,7.129999999999999716e+01,-6.551564452209211353e+00,2.934057218895519625e+00
7.130898830296346524e+00,0.000000000000000000e+00,5.079999999999999793e-02,3.169999999999999929e+01,-7.115808267752530725e+00,7.886057218895532017e+00
6.907755278982136815e+00,8.400000000000000355e+00,5.079999999999999793e-02,7.129999999999999716e+01,-5.240965860240527796e+00,8.562057218895519739e+00
8.294049640102027610e+00,4.000000000000000000e+00,2.285999999999999976e-01,3.169999999999999929e+01,-5.280343862057888416e+00,-2.524942781104483558e+00
5.521460917862246021e+00,9.500000000000000000e+00,2.539999999999999897e-02,3.169999999999999929e+01,-5.378709968760862381e+00,-1.247942781104482535e+00
